"Activity" "Subject" "Feature" "Mean value"
"LAYING" 18 "tBodyGyro mean X" -0.017367705735
"LAYING" 18 "tBodyGyro mean Y" -0.097448733725
"LAYING" 18 "tBodyGyro mean Z" 0.09357912315
"LAYING" 18 "tBodyGyro std X" -0.95516227975
"LAYING" 18 "tBodyGyro std Y" -0.960057463625
"LAYING" 18 "tBodyGyro std Z" -0.96237491175
"LAYING" 18 "tBodyGyroJerk mean X" -0.1045116270375
"LAYING" 18 "tBodyGyroJerk mean Y" -0.03560100499625
"LAYING" 18 "tBodyGyroJerk mean Z" -0.05345019146375
"LAYING" 18 "tBodyGyroJerk std X" -0.9608029485
"LAYING" 18 "tBodyGyroJerk std Y" -0.98039978225
"LAYING" 18 "tBodyGyroJerk std Z" -0.981418916
"LAYING" 18 "tBodyGyroJerkMag mean" -0.978220270625
"LAYING" 18 "tBodyGyroJerkMag std" -0.96977327725
"LAYING" 18 "tBodyGyroMag mean" -0.93710692125
"LAYING" 18 "tBodyGyroMag std" -0.928940913375
"LAYING" 18 "tGravityAcc mean X" -0.490334541875
"LAYING" 18 "tGravityAcc mean Y" 0.1440732745
"LAYING" 18 "tGravityAcc mean Z" 0.0157570025
"LAYING" 18 "tGravityAcc std X" -0.970599089375
"LAYING" 18 "tGravityAcc std Y" -0.9697590285
"LAYING" 18 "tGravityAcc std Z" -0.97912466575
"LAYING" 18 "tGravityAccMag mean" -0.95811223025
"LAYING" 18 "tGravityAccMag std" -0.9545740295
"LAYING" 19 "angle tBodyAccJerkMean gravityMean" 0.0553647963480769
"LAYING" 19 "angle tBodyAccMean gravity" 0.0212091926730769
"LAYING" 19 "angle tBodyGyroJerkMean gravityMean" -0.0344420261538462
"LAYING" 19 "angle tBodyGyroMean gravityMean" -0.00581288916980769
"LAYING" 19 "angle X gravityMean" 0.598732659615385
"LAYING" 19 "angle Y gravityMean" -0.825299860384615
"LAYING" 19 "angle Z gravityMean" -0.168146326730769
"LAYING" 19 "fBodyAcc mean X" -0.968741678461538
"LAYING" 19 "fBodyAcc mean Y" -0.965419520961538
"LAYING" 19 "fBodyAcc mean Z" -0.977007724615385
"LAYING" 19 "fBodyAcc meanFreq X" -0.135632454076923
"LAYING" 19 "fBodyAcc meanFreq Y" 0.466528231788462
"LAYING" 19 "fBodyAcc meanFreq Z" 0.132310871284615
"LAYING" 19 "fBodyAcc std X" -0.964953893653846
"LAYING" 19 "fBodyAcc std Y" -0.972909186730769
"LAYING" 19 "fBodyAcc std Z" -0.965882191153846
"LAYING" 19 "fBodyAccJerk mean X" -0.982689657115385
"LAYING" 19 "fBodyAccJerk mean Y" -0.965328566153846
"LAYING" 19 "fBodyAccJerk mean Z" -0.983250309423077
"LAYING" 19 "fBodyAccJerk meanFreq X" 0.239915157321154
"LAYING" 19 "fBodyAccJerk meanFreq Y" 0.195677336307692
"LAYING" 19 "fBodyAccJerk meanFreq Z" 0.0916938788480769
"LAYING" 19 "fBodyAccJerk std X" -0.985625270384615
"LAYING" 19 "fBodyAccJerk std Y" -0.96624258
"LAYING" 19 "fBodyAccJerk std Z" -0.986135599038461
"LAYING" 19 "fBodyAccMag mean" -0.962234984038462
"LAYING" 19 "fBodyAccMag meanFreq" 0.292032094967308
"LAYING" 19 "fBodyAccMag std" -0.962525369423077
"LAYING" 19 "fBodyBodyAccJerkMag mean" -0.977356379807692
"LAYING" 19 "fBodyBodyAccJerkMag meanFreq" 0.197005001461538
"LAYING" 19 "fBodyBodyAccJerkMag std" -0.976381934807692
"LAYING" 19 "fBodyBodyGyroJerkMag mean" -0.984618025769231
"LAYING" 19 "fBodyBodyGyroJerkMag meanFreq" 0.0247367106615385
"LAYING" 19 "fBodyBodyGyroJerkMag std" -0.983434493076923
"LAYING" 19 "fBodyBodyGyroMag mean" -0.968257068846154
"LAYING" 19 "fBodyBodyGyroMag meanFreq" 0.102441765923077
"LAYING" 19 "fBodyBodyGyroMag std" -0.959263063269231
"LAYING" 19 "fBodyGyro mean X" -0.975797491730769
"LAYING" 19 "fBodyGyro mean Y" -0.978249645769231
"LAYING" 19 "fBodyGyro mean Z" -0.963202948461538
"LAYING" 19 "fBodyGyro meanFreq X" -0.0227235857115385
"LAYING" 19 "fBodyGyro meanFreq Y" 0.06812484775
"LAYING" 19 "fBodyGyro meanFreq Z" 0.0413600281009615
"LAYING" 19 "fBodyGyro std X" -0.980705769807692
"LAYING" 19 "fBodyGyro std Y" -0.977257800961538
"LAYING" 19 "fBodyGyro std Z" -0.963305738076923
"LAYING" 19 "tBodyAcc mean X" 0.278334325576923
"LAYING" 19 "tBodyAcc mean Y" -0.0183042123269231
"LAYING" 19 "tBodyAcc mean Z" -0.107937603673077
"LAYING" 19 "tBodyAcc std X" -0.965934509615385
"LAYING" 19 "tBodyAcc std Y" -0.969295613269231
"LAYING" 19 "tBodyAcc std Z" -0.968562516346154
"LAYING" 19 "tBodyAccJerk mean X" 0.0848164824230769
"LAYING" 19 "tBodyAccJerk mean Y" 0.00747460829615385
"LAYING" 19 "tBodyAccJerk mean Z" -0.00304067159653846
"LAYING" 19 "tBodyAccJerk std X" -0.983307862115385
"LAYING" 19 "tBodyAccJerk std Y" -0.964560430961538
"LAYING" 19 "tBodyAccJerk std Z" -0.985419368461538
"LAYING" 19 "tBodyAccJerkMag mean" -0.980141253846154
"LAYING" 19 "tBodyAccJerkMag std" -0.977477145384615
"LAYING" 19 "tBodyAccMag mean" -0.966777882884615
"LAYING" 19 "tBodyAccMag std" -0.958612786346154
"LAYING" 19 "tBodyGyro mean X" -0.0218935013501923
"LAYING" 19 "tBodyGyro mean Y" -0.0798709596153846
"LAYING" 19 "tBodyGyro mean Z" 0.159894366942308
"LAYING" 19 "tBodyGyro std X" -0.979498706538461
"LAYING" 19 "tBodyGyro std Y" -0.977427370576923
"LAYING" 19 "tBodyGyro std Z" -0.960583776923077
"LAYING" 19 "tBodyGyroJerk mean X" -0.102114125
"LAYING" 19 "tBodyGyroJerk mean Y" -0.0404446925288462
"LAYING" 19 "tBodyGyroJerk mean Z" -0.07083096875
"LAYING" 19 "tBodyGyroJerk std X" -0.983422257692308
"LAYING" 19 "tBodyGyroJerk std Y" -0.983759479230769
"LAYING" 19 "tBodyGyroJerk std Z" -0.989679592307692
"LAYING" 19 "tBodyGyroJerkMag mean" -0.9864194225
"LAYING" 19 "tBodyGyroJerkMag std" -0.98377138
"LAYING" 19 "tBodyGyroMag mean" -0.946938300576923
"LAYING" 19 "tBodyGyroMag std" -0.958287921923077
"LAYING" 19 "tGravityAcc mean X" -0.483470597692308
"LAYING" 19 "tGravityAcc mean Y" 0.954890346153846
"LAYING" 19 "tGravityAcc mean Z" 0.263644691923077
"LAYING" 19 "tGravityAcc std X" -0.945695336153846
"LAYING" 19 "tGravityAcc std Y" -0.985964053846154
"LAYING" 19 "tGravityAcc std Z" -0.977076645
"LAYING" 19 "tGravityAccMag mean" -0.966777882884615
"LAYING" 19 "tGravityAccMag std" -0.958612786346154
"LAYING" 20 "angle tBodyAccJerkMean gravityMean" -0.00848450109014493
"LAYING" 20 "angle tBodyAccMean gravity" -0.0125185704144928
"LAYING" 20 "angle tBodyGyroJerkMean gravityMean" 0.00342009472173913
"LAYING" 20 "angle tBodyGyroMean gravityMean" -0.0573700310681159
"LAYING" 20 "angle X gravityMean" 0.501421273913043
"LAYING" 20 "angle Y gravityMean" -0.573422049130435
"LAYING" 20 "angle Z gravityMean" -0.423473279130435
"LAYING" 20 "fBodyAcc mean X" -0.986626999275362
"LAYING" 20 "fBodyAcc mean Y" -0.989034304057971
"LAYING" 20 "fBodyAcc mean Z" -0.989473926666667
"LAYING" 20 "fBodyAcc meanFreq X" -0.0876059706014493
"LAYING" 20 "fBodyAcc meanFreq Y" 0.328259354627536
"LAYING" 20 "fBodyAcc meanFreq Z" 0.334787399391304
"LAYING" 20 "fBodyAcc std X" -0.983432309130435
"LAYING" 20 "fBodyAcc std Y" -0.990680395362319
"LAYING" 20 "fBodyAcc std Z" -0.986378776086957
"LAYING" 20 "fBodyAccJerk mean X" -0.992153982028986
"LAYING" 20 "fBodyAccJerk mean Y" -0.989398823913043
"LAYING" 20 "fBodyAccJerk mean Z" -0.992018447826087
"LAYING" 20 "fBodyAccJerk meanFreq X" 0.138616312664928
"LAYING" 20 "fBodyAccJerk meanFreq Y" 0.134734984846377
"LAYING" 20 "fBodyAccJerk meanFreq Z" 0.165235128105797
"LAYING" 20 "fBodyAccJerk std X" -0.99254347826087
"LAYING" 20 "fBodyAccJerk std Y" -0.990468082753623
"LAYING" 20 "fBodyAccJerk std Z" -0.993107759855072
"LAYING" 20 "fBodyAccMag mean" -0.986800645362319
"LAYING" 20 "fBodyAccMag meanFreq" 0.435846931652174
"LAYING" 20 "fBodyAccMag std" -0.981599783623188
"LAYING" 20 "fBodyBodyAccJerkMag mean" -0.993998275797101
"LAYING" 20 "fBodyBodyAccJerkMag meanFreq" 0.488088499666667
"LAYING" 20 "fBodyBodyAccJerkMag std" -0.994366667681159
"LAYING" 20 "fBodyBodyGyroJerkMag mean" -0.997617389275362
"LAYING" 20 "fBodyBodyGyroJerkMag meanFreq" 0.426301679855072
"LAYING" 20 "fBodyBodyGyroJerkMag std" -0.99758523057971
"LAYING" 20 "fBodyBodyGyroMag mean" -0.98400134173913
"LAYING" 20 "fBodyBodyGyroMag meanFreq" 0.233760096173913
"LAYING" 20 "fBodyBodyGyroMag std" -0.976679046231884
"LAYING" 20 "fBodyGyro mean X" -0.99312260884058
"LAYING" 20 "fBodyGyro mean Y" -0.993696336521739
"LAYING" 20 "fBodyGyro mean Z" -0.976184322608696
"LAYING" 20 "fBodyGyro meanFreq X" 0.23594998557971
"LAYING" 20 "fBodyGyro meanFreq Y" 0.0401385255637681
"LAYING" 20 "fBodyGyro meanFreq Z" 0.250307629215942
"LAYING" 20 "fBodyGyro std X" -0.994652185217391
"LAYING" 20 "fBodyGyro std Y" -0.992240785652174
"LAYING" 20 "fBodyGyro std Z" -0.976858964492754
"LAYING" 20 "tBodyAcc mean X" 0.287295196811594
"LAYING" 20 "tBodyAcc mean Y" -0.0171965484202899
"LAYING" 20 "tBodyAcc mean Z" -0.109462068173913
"LAYING" 20 "tBodyAcc std X" -0.984219555507246
"LAYING" 20 "tBodyAcc std Y" -0.990240946666667
"LAYING" 20 "tBodyAcc std Z" -0.987255149855072
"LAYING" 20 "tBodyAccJerk mean X" 0.0718861195971014
"LAYING" 20 "tBodyAccJerk mean Y" 0.0116912059556522
"LAYING" 20 "tBodyAccJerk mean Z" 0.00241542784130435
"LAYING" 20 "tBodyAccJerk std X" -0.99200598942029
"LAYING" 20 "tBodyAccJerk std Y" -0.989513565652174
"LAYING" 20 "tBodyAccJerk std Z" -0.993288313333333
"LAYING" 20 "tBodyAccJerkMag mean" -0.992725367826087
"LAYING" 20 "tBodyAccJerkMag std" -0.994646916811594
"LAYING" 20 "tBodyAccMag mean" -0.986493196666667
"LAYING" 20 "tBodyAccMag std" -0.981572147681159
"LAYING" 20 "tBodyGyro mean X" -0.0258281004782609
"LAYING" 20 "tBodyGyro mean Y" -0.0761814357028986
"LAYING" 20 "tBodyGyro mean Z" 0.127411971652174
"LAYING" 20 "tBodyGyro std X" -0.994276591304348
"LAYING" 20 "tBodyGyro std Y" -0.992750957826087
"LAYING" 20 "tBodyGyro std Z" -0.97499461942029
"LAYING" 20 "tBodyGyroJerk mean X" -0.0995339880724638
"LAYING" 20 "tBodyGyroJerk mean Y" -0.0386768295072464
"LAYING" 20 "tBodyGyroJerk mean Z" -0.0674469666086956
"LAYING" 20 "tBodyGyroJerk std X" -0.99654254057971
"LAYING" 20 "tBodyGyroJerk std Y" -0.997081575652174
"LAYING" 20 "tBodyGyroJerk std Z" -0.995380794637681
"LAYING" 20 "tBodyGyroJerkMag mean" -0.997322526811594
"LAYING" 20 "tBodyGyroJerkMag std" -0.997666071594203
"LAYING" 20 "tBodyGyroMag mean" -0.971923623043478
"LAYING" 20 "tBodyGyroMag std" -0.977040093043478
"LAYING" 20 "tGravityAcc mean X" -0.346789842753623
"LAYING" 20 "tGravityAcc mean Y" 0.807535373478261
"LAYING" 20 "tGravityAcc mean Z" 0.590452224057971
"LAYING" 20 "tGravityAcc std X" -0.972939889855073
"LAYING" 20 "tGravityAcc std Y" -0.99424764884058
"LAYING" 20 "tGravityAcc std Z" -0.98577817826087
"LAYING" 20 "tGravityAccMag mean" -0.986493196666667
"LAYING" 20 "tGravityAccMag std" -0.981572147681159
"LAYING" 21 "angle tBodyAccJerkMean gravityMean" 0.0257334709916667
"LAYING" 21 "angle tBodyAccMean gravity" 0.00905239920142857
"LAYING" 21 "angle tBodyGyroJerkMean gravityMean" -0.00755430136280952
"LAYING" 21 "angle tBodyGyroMean gravityMean" 0.082963361847619
"LAYING" 21 "angle X gravityMean" 0.58768100702381
"LAYING" 21 "angle Y gravityMean" -0.618107585142857
"LAYING" 21 "angle Z gravityMean" -0.376146956358333
"LAYING" 21 "fBodyAcc mean X" -0.942690869285714
"LAYING" 21 "fBodyAcc mean Y" -0.924633159761905
"LAYING" 21 "fBodyAcc mean Z" -0.943947220476191
"LAYING" 21 "fBodyAcc meanFreq X" -0.339241238535714
"LAYING" 21 "fBodyAcc meanFreq Y" 0.195620260771429
"LAYING" 21 "fBodyAcc meanFreq Z" 0.190377395967857
"LAYING" 21 "fBodyAcc std X" -0.933416471467857
"LAYING" 21 "fBodyAcc std Y" -0.92134258197619
"LAYING" 21 "fBodyAcc std Z" -0.935072670238095
"LAYING" 21 "fBodyAccJerk mean X" -0.971080620238095
"LAYING" 21 "fBodyAccJerk mean Y" -0.945862265238095
"LAYING" 21 "fBodyAccJerk mean Z" -0.957607882619048
"LAYING" 21 "fBodyAccJerk meanFreq X" 0.00461295162142857
"LAYING" 21 "fBodyAccJerk meanFreq Y" -0.0552052091666667
"LAYING" 21 "fBodyAccJerk meanFreq Z" 0.0894011820488095
"LAYING" 21 "fBodyAccJerk std X" -0.972778940714286
"LAYING" 21 "fBodyAccJerk std Y" -0.946841548095238
"LAYING" 21 "fBodyAccJerk std Z" -0.965683577380952
"LAYING" 21 "fBodyAccMag mean" -0.913462053214286
"LAYING" 21 "fBodyAccMag meanFreq" 0.0791961444857143
"LAYING" 21 "fBodyAccMag std" -0.905215541107143
"LAYING" 21 "fBodyBodyAccJerkMag mean" -0.95290557452381
"LAYING" 21 "fBodyBodyAccJerkMag meanFreq" 0.169120009122619
"LAYING" 21 "fBodyBodyAccJerkMag std" -0.953577108452381
"LAYING" 21 "fBodyBodyGyroJerkMag mean" -0.95888396452381
"LAYING" 21 "fBodyBodyGyroJerkMag meanFreq" 0.113077605480952
"LAYING" 21 "fBodyBodyGyroJerkMag std" -0.957880767261905
"LAYING" 21 "fBodyBodyGyroMag mean" -0.929952339761905
"LAYING" 21 "fBodyBodyGyroMag meanFreq" -0.00440393811071428
"LAYING" 21 "fBodyBodyGyroMag std" -0.921141208214286
"LAYING" 21 "fBodyGyro mean X" -0.936619762261905
"LAYING" 21 "fBodyGyro mean Y" -0.944818758095238
"LAYING" 21 "fBodyGyro mean Z" -0.941149995595238
"LAYING" 21 "fBodyGyro meanFreq X" 0.0122733206691667
"LAYING" 21 "fBodyGyro meanFreq Y" -0.120314034984524
"LAYING" 21 "fBodyGyro meanFreq Z" 0.049741150025
"LAYING" 21 "fBodyGyro std X" -0.958346207261905
"LAYING" 21 "fBodyGyro std Y" -0.941864766071429
"LAYING" 21 "fBodyGyro std Z" -0.951885580833333
"LAYING" 21 "tBodyAcc mean X" 0.248169933190476
"LAYING" 21 "tBodyAcc mean Y" -0.0130059067630952
"LAYING" 21 "tBodyAcc mean Z" -0.123504494797619
"LAYING" 21 "tBodyAcc std X" -0.935649933416667
"LAYING" 21 "tBodyAcc std Y" -0.919055194452381
"LAYING" 21 "tBodyAcc std Z" -0.935060729047619
"LAYING" 21 "tBodyAccJerk mean X" 0.0979885778571429
"LAYING" 21 "tBodyAccJerk mean Y" 0.00754910581857143
"LAYING" 21 "tBodyAccJerk mean Z" -0.00130489489166667
"LAYING" 21 "tBodyAccJerk std X" -0.970599976666667
"LAYING" 21 "tBodyAccJerk std Y" -0.944428776190476
"LAYING" 21 "tBodyAccJerk std Z" -0.962322354761905
"LAYING" 21 "tBodyAccJerkMag mean" -0.961961327142857
"LAYING" 21 "tBodyAccJerkMag std" -0.953622817619048
"LAYING" 21 "tBodyAccMag mean" -0.923935280083333
"LAYING" 21 "tBodyAccMag std" -0.897703200595238
"LAYING" 21 "tBodyGyro mean X" -0.00667190614285714
"LAYING" 21 "tBodyGyro mean Y" -0.121864309263095
"LAYING" 21 "tBodyGyro mean Z" 0.167560120690476
"LAYING" 21 "tBodyGyro std X" -0.952834674880952
"LAYING" 21 "tBodyGyro std Y" -0.942327038690476
"LAYING" 21 "tBodyGyro std Z" -0.94529325797619
"LAYING" 21 "tBodyGyroJerk mean X" -0.111745789035714
"LAYING" 21 "tBodyGyroJerk mean Y" -0.0396061405269048
"LAYING" 21 "tBodyGyroJerk mean Z" -0.0670913926666667
"LAYING" 21 "tBodyGyroJerk std X" -0.947795661190476
"LAYING" 21 "tBodyGyroJerk std Y" -0.963234778928571
"LAYING" 21 "tBodyGyroJerk std Z" -0.969103206785714
"LAYING" 21 "tBodyGyroJerkMag mean" -0.963238106785714
"LAYING" 21 "tBodyGyroJerkMag std" -0.957198614523809
"LAYING" 21 "tBodyGyroMag mean" -0.909993261785714
"LAYING" 21 "tBodyGyroMag std" -0.915577912380952
"LAYING" 21 "tGravityAcc mean X" -0.468603463928571
"LAYING" 21 "tGravityAcc mean Y" 0.721583041785714
"LAYING" 21 "tGravityAcc mean Z" 0.436785348383333
"LAYING" 21 "tGravityAcc std X" -0.898346466785714
"LAYING" 21 "tGravityAcc std Y" -0.955375173095238
"LAYING" 21 "tGravityAcc std Z" -0.94236837547619
"LAYING" 21 "tGravityAccMag mean" -0.923935280083333
"LAYING" 21 "tGravityAccMag std" -0.897703200595238
"LAYING" 22 "angle tBodyAccJerkMean gravityMean" 0.011247324386
"LAYING" 22 "angle tBodyAccMean gravity" -0.024381964084
"LAYING" 22 "angle tBodyGyroJerkMean gravityMean" 0.0228442174
"LAYING" 22 "angle tBodyGyroMean gravityMean" 0.02588955786
"LAYING" 22 "angle X gravityMean" 0.5602159176
"LAYING" 22 "angle Y gravityMean" -0.5093217256
"LAYING" 22 "angle Z gravityMean" -0.4889493512
"LAYING" 22 "fBodyAcc mean X" -0.9732380998
"LAYING" 22 "fBodyAcc mean Y" -0.9710042224
"LAYING" 22 "fBodyAcc mean Z" -0.9743056486
"LAYING" 22 "fBodyAcc meanFreq X" -0.346315861518
"LAYING" 22 "fBodyAcc meanFreq Y" 0.1580649798
"LAYING" 22 "fBodyAcc meanFreq Z" 0.21241337224
"LAYING" 22 "fBodyAcc std X" -0.957644059
"LAYING" 22 "fBodyAcc std Y" -0.9644278854
"LAYING" 22 "fBodyAcc std Z" -0.9644468992
"LAYING" 22 "fBodyAccJerk mean X" -0.9864660322
"LAYING" 22 "fBodyAccJerk mean Y" -0.9819618634
"LAYING" 22 "fBodyAccJerk mean Z" -0.9827938542
"LAYING" 22 "fBodyAccJerk meanFreq X" 0.169394182488
"LAYING" 22 "fBodyAccJerk meanFreq Y" 0.101614453652
"LAYING" 22 "fBodyAccJerk meanFreq Z" 0.139939905406
"LAYING" 22 "fBodyAccJerk std X" -0.9892838432
"LAYING" 22 "fBodyAccJerk std Y" -0.9845237642
"LAYING" 22 "fBodyAccJerk std Z" -0.9865602448
"LAYING" 22 "fBodyAccMag mean" -0.9643070866
"LAYING" 22 "fBodyAccMag meanFreq" 0.07299870906
"LAYING" 22 "fBodyAccMag std" -0.950423193576
"LAYING" 22 "fBodyBodyAccJerkMag mean" -0.982786527
"LAYING" 22 "fBodyBodyAccJerkMag meanFreq" 0.34015985636
"LAYING" 22 "fBodyBodyAccJerkMag std" -0.9814313508
"LAYING" 22 "fBodyBodyGyroJerkMag mean" -0.9869401112
"LAYING" 22 "fBodyBodyGyroJerkMag meanFreq" 0.2599611518
"LAYING" 22 "fBodyBodyGyroJerkMag std" -0.9856813558
"LAYING" 22 "fBodyBodyGyroMag mean" -0.9649130892
"LAYING" 22 "fBodyBodyGyroMag meanFreq" -0.088230510822
"LAYING" 22 "fBodyBodyGyroMag std" -0.9498091812
"LAYING" 22 "fBodyGyro mean X" -0.9768715368
"LAYING" 22 "fBodyGyro mean Y" -0.9762060056
"LAYING" 22 "fBodyGyro mean Z" -0.9644667648
"LAYING" 22 "fBodyGyro meanFreq X" -0.0471701178164
"LAYING" 22 "fBodyGyro meanFreq Y" -0.22952647238
"LAYING" 22 "fBodyGyro meanFreq Z" 0.1063897617958
"LAYING" 22 "fBodyGyro std X" -0.9808727816
"LAYING" 22 "fBodyGyro std Y" -0.9650099938
"LAYING" 22 "fBodyGyro std Z" -0.9651976818
"LAYING" 22 "tBodyAcc mean X" 0.269258384
"LAYING" 22 "tBodyAcc mean Y" -0.019298718332
"LAYING" 22 "tBodyAcc mean Z" -0.10550202274
"LAYING" 22 "tBodyAcc std X" -0.9613857198
"LAYING" 22 "tBodyAcc std Y" -0.9654530342
"LAYING" 22 "tBodyAcc std Z" -0.9663987176
"LAYING" 22 "tBodyAccJerk mean X" 0.08226667486
"LAYING" 22 "tBodyAccJerk mean Y" 0.018651820008
"LAYING" 22 "tBodyAccJerk mean Z" -0.0086116159282
"LAYING" 22 "tBodyAccJerk std X" -0.9871510472
"LAYING" 22 "tBodyAccJerk std Y" -0.9824783968
"LAYING" 22 "tBodyAccJerk std Z" -0.9853319204
"LAYING" 22 "tBodyAccJerkMag mean" -0.9876640896
"LAYING" 22 "tBodyAccJerkMag std" -0.9826047792
"LAYING" 22 "tBodyAccMag mean" -0.9624960596
"LAYING" 22 "tBodyAccMag std" -0.95017442728
"LAYING" 22 "tBodyGyro mean X" -0.0042380632342
"LAYING" 22 "tBodyGyro mean Y" -0.08206877056
"LAYING" 22 "tBodyGyro mean Z" 0.14780730968
"LAYING" 22 "tBodyGyro std X" -0.979831209
"LAYING" 22 "tBodyGyro std Y" -0.9684177192
"LAYING" 22 "tBodyGyro std Z" -0.962445392
"LAYING" 22 "tBodyGyroJerk mean X" -0.102300030304
"LAYING" 22 "tBodyGyroJerk mean Y" -0.04148943368
"LAYING" 22 "tBodyGyroJerk mean Z" -0.07329609284
"LAYING" 22 "tBodyGyroJerk std X" -0.9896526756
"LAYING" 22 "tBodyGyroJerk std Y" -0.9871273314
"LAYING" 22 "tBodyGyroJerk std Z" -0.9916948198
"LAYING" 22 "tBodyGyroJerkMag mean" -0.9912902804
"LAYING" 22 "tBodyGyroJerkMag std" -0.9860925436
"LAYING" 22 "tBodyGyroMag mean" -0.938561527
"LAYING" 22 "tBodyGyroMag std" -0.9502126004
"LAYING" 22 "tGravityAcc mean X" -0.430226312
"LAYING" 22 "tGravityAcc mean Y" 0.7211310606
"LAYING" 22 "tGravityAcc mean Z" 0.6380248018
"LAYING" 22 "tGravityAcc std X" -0.9437954275
"LAYING" 22 "tGravityAcc std Y" -0.977244461
"LAYING" 22 "tGravityAcc std Z" -0.9652875126
"LAYING" 22 "tGravityAccMag mean" -0.9624960596
"LAYING" 22 "tGravityAccMag std" -0.95017442728
"LAYING" 23 "angle tBodyAccJerkMean gravityMean" -0.0158915201104478
"LAYING" 23 "angle tBodyAccMean gravity" 0.0175820241134328
"LAYING" 23 "angle tBodyGyroJerkMean gravityMean" 0.0427653562670149
"LAYING" 23 "angle tBodyGyroMean gravityMean" -0.0124342325567164
"LAYING" 23 "angle X gravityMean" 0.459624500447761
"LAYING" 23 "angle Y gravityMean" -0.529407065373134
"LAYING" 23 "angle Z gravityMean" -0.415532273558209
"LAYING" 23 "fBodyAcc mean X" -0.957066112985075
"LAYING" 23 "fBodyAcc mean Y" -0.953890645074627
"LAYING" 23 "fBodyAcc mean Z" -0.946745694029851
"LAYING" 23 "fBodyAcc meanFreq X" -0.273678407879104
"LAYING" 23 "fBodyAcc meanFreq Y" 0.0568887908955224
"LAYING" 23 "fBodyAcc meanFreq Z" 0.245501421578209
"LAYING" 23 "fBodyAcc std X" -0.947746601940298
"LAYING" 23 "fBodyAcc std Y" -0.938554859791045
"LAYING" 23 "fBodyAcc std Z" -0.938413151880597
"LAYING" 23 "fBodyAccJerk mean X" -0.972378783432836
"LAYING" 23 "fBodyAccJerk mean Y" -0.973684816716418
"LAYING" 23 "fBodyAccJerk mean Z" -0.962711927462687
"LAYING" 23 "fBodyAccJerk meanFreq X" 0.141810422746269
"LAYING" 23 "fBodyAccJerk meanFreq Y" -0.0290499392268657
"LAYING" 23 "fBodyAccJerk meanFreq Z" 0.0658958573298507
"LAYING" 23 "fBodyAccJerk std X" -0.976033136119403
"LAYING" 23 "fBodyAccJerk std Y" -0.976512975970149
"LAYING" 23 "fBodyAccJerk std Z" -0.969614747910448
"LAYING" 23 "fBodyAccMag mean" -0.936988996089552
"LAYING" 23 "fBodyAccMag meanFreq" 0.131039568
"LAYING" 23 "fBodyAccMag std" -0.927236226104478
"LAYING" 23 "fBodyBodyAccJerkMag mean" -0.960671654179104
"LAYING" 23 "fBodyBodyAccJerkMag meanFreq" 0.304549198686567
"LAYING" 23 "fBodyBodyAccJerkMag std" -0.96252864358209
"LAYING" 23 "fBodyBodyGyroJerkMag mean" -0.967846287164179
"LAYING" 23 "fBodyBodyGyroJerkMag meanFreq" 0.229147459577612
"LAYING" 23 "fBodyBodyGyroJerkMag std" -0.969512352686567
"LAYING" 23 "fBodyBodyGyroMag mean" -0.944521592537313
"LAYING" 23 "fBodyBodyGyroMag meanFreq" -0.0513225683341791
"LAYING" 23 "fBodyBodyGyroMag std" -0.934388093880597
"LAYING" 23 "fBodyGyro mean X" -0.959900753283582
"LAYING" 23 "fBodyGyro mean Y" -0.95879704880597
"LAYING" 23 "fBodyGyro mean Z" -0.960002780149254
"LAYING" 23 "fBodyGyro meanFreq X" -0.0540210501283582
"LAYING" 23 "fBodyGyro meanFreq Y" -0.128565074209403
"LAYING" 23 "fBodyGyro meanFreq Z" 0.137941623467313
"LAYING" 23 "fBodyGyro std X" -0.970807175373134
"LAYING" 23 "fBodyGyro std Y" -0.954492579701492
"LAYING" 23 "fBodyGyro std Z" -0.963079451791045
"LAYING" 23 "tBodyAcc mean X" 0.263210261746269
"LAYING" 23 "tBodyAcc mean Y" -0.0209115519620896
"LAYING" 23 "tBodyAcc mean Z" -0.102791697641791
"LAYING" 23 "tBodyAcc std X" -0.949598639850746
"LAYING" 23 "tBodyAcc std Y" -0.940934599701493
"LAYING" 23 "tBodyAcc std Z" -0.938344302059702
"LAYING" 23 "tBodyAccJerk mean X" 0.0863141456119403
"LAYING" 23 "tBodyAccJerk mean Y" 0.0210722577140298
"LAYING" 23 "tBodyAccJerk mean Z" -0.0107410641053731
"LAYING" 23 "tBodyAccJerk std X" -0.97286158119403
"LAYING" 23 "tBodyAccJerk std Y" -0.974065082238806
"LAYING" 23 "tBodyAccJerk std Z" -0.966829429552239
"LAYING" 23 "tBodyAccJerkMag mean" -0.973228268507463
"LAYING" 23 "tBodyAccJerkMag std" -0.961799476716418
"LAYING" 23 "tBodyAccMag mean" -0.943414628358209
"LAYING" 23 "tBodyAccMag std" -0.922406051791045
"LAYING" 23 "tBodyGyro mean X" -0.0046594974280597
"LAYING" 23 "tBodyGyro mean Y" -0.0753497877985075
"LAYING" 23 "tBodyGyro mean Z" 0.154217218104478
"LAYING" 23 "tBodyGyro std X" -0.96791208358209
"LAYING" 23 "tBodyGyro std Y" -0.955227755223881
"LAYING" 23 "tBodyGyro std Z" -0.959397127313433
"LAYING" 23 "tBodyGyroJerk mean X" -0.104110839835821
